gene_name,name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name
KRT81,row_190,0.0008963545734975429,0.04553043956597291,11.653505100387989,1,110.65603492860318,2.6942850966590157,KRT81
CHD3,row_549,0.000912391183687237,0.04599281012314299,11.617017703284205,1,110.65603492860318,1.251897072188942,CHD3
CEBPD,row_065,0.0009219219408756242,0.046123824019446646,11.59564376123946,1,110.65603492860318,1.726478893131041,CEBPD
CYTIP,row_4756,0.0009299083374523132,0.046157770745999326,11.577907409269258,1,110.65603492860318,-0.6783451353515516,CYTIP
HNRNPA2B1,row_283,0.0009364741585076508,0.046157770745999326,11.563442776659304,1,110.65603492860318,0.4216832395377457,HNRNPA2B1
AL450998.2,row_3945,0.0009447617660356217,0.04622385875883108,11.545333126660205,1,110.65603492860318,2.102800868115226,AL450998.2
HIST1H2AB,row_3202,0.0009848391835558187,0.047832992170659984,11.460001366117924,1,110.65603492860318,4.134521416267995,HIST1H2AB
SRM,row_532,0.0010158336321463084,0.04898084774131548,11.39642180588265,1,110.65603492860318,2.6360314932746274,SRM
RUNX3,row_744,0.0010860686606847005,0.051253197646780116,11.259434621923035,1,110.65603492860318,-0.9752941879350017,RUNX3
NDUFB4,row_4042,0.0011109898297682976,0.052060044558297554,11.213007404976183,1,110.65603492860318,-0.7148690410719843,NDUFB4
LYST,row_705,0.0011386136255335062,0.05298136408601364,11.162780644314768,1,110.65603492860318,-1.159020130342117,LYST
RPL24,row_3420,0.0011468750505296856,0.05299518462655922,11.148002586956627,1,110.65603492860318,-0.4048470470987678,RPL24
SELENOO,row_1231,0.0011556700623372525,0.05303330065373847,11.132389888680025,1,110.65603492860318,2.5947573208607757,SELENOO
PNRC1,row_074,0.0011667496112472023,0.05317501310437592,11.112894771208246,1,110.65603492860318,1.0580444573478638,PNRC1
CD3D,row_135,0.0011843165845034423,0.053608452743441525,11.082371607833474,1,110.65603492860318,-0.9503674735508191,CD3D
TCERG1,row_2243,0.0012009872158111091,0.05399573604058865,11.05383349746323,1,110.65603492860318,1.1134937309211126,TCERG1
RORA,row_4490,0.0012135987391892276,0.05419655040647732,11.032513519945889,1,110.65603492860318,-0.9088730121992145,RORA
LGALS1,row_205,0.0012790176715837714,0.056494899417242915,10.925457005818343,1,110.65603492860318,-2.002214131082166,LGALS1
LSM7,row_1659,0.0012828925115231518,0.056494899417242915,10.919293776805182,1,110.65603492860318,-0.7577793628076953,LSM7
PVRIG,row_1071,0.0012905357245898592,0.056494899417242915,10.907192614191452,1,110.65603492860318,1.6587429597534766,PVRIG
