gene_name,name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name
KIF13B,row_1370,5.8251331858118775e-09,1.1592015039765637e-06,38.5316927920937,1,139.06994717412846,2.346966398593436,KIF13B
LRRFIP1,row_224,6.386345376476192e-09,1.2311676446088008e-06,38.30253064920455,1,139.06994717412846,0.9916570222321844,LRRFIP1
RCOR1,row_2209,8.172640502254533e-09,1.5277884623760065e-06,37.68968441888562,1,139.06994717412846,2.399042141688591,RCOR1
RPL21,row_438,9.25514045764691e-09,1.6792635730359937e-06,37.3814881485674,1,139.06994717412846,-1.170599813545621,RPL21
HINT1,row_2199,1.0404312483860851e-08,1.7381283194138646e-06,37.09203772499134,1,139.06994717412846,-0.764292011608375,HINT1
SYNE2,row_327,1.0424825387958013e-08,1.7381283194138646e-06,37.0871712094184,1,139.06994717412846,1.8188421400611972,SYNE2
TTC7A,row_325,9.960679392290729e-09,1.7381283194138646e-06,37.1997399815773,1,139.06994717412846,2.748383842736124,TTC7A
SFPQ,row_226,1.1215708918601933e-08,1.8207817978646137e-06,36.90660116463646,1,139.06994717412846,1.4134832620240265,SFPQ
SFI1,row_2157,1.2705515846100712e-08,2.0097519808870587e-06,36.59910059392333,1,139.06994717412846,1.9771012101525545,SFI1
SRSF11,row_1055,1.3609642345753137e-08,2.0735760158358892e-06,36.42987171551716,1,139.06994717412846,0.7564918821295593,SRSF11
CCDC88C,row_740,1.3781263843292505e-08,2.0735760158358892e-06,36.39904159466227,1,139.06994717412846,1.4838602062645083,CCDC88C
RPLP2,row_100,1.4364112672396152e-08,2.109814549428854e-06,36.29717497057298,1,139.06994717412846,-0.9967955879770721,RPLP2
ERO1B,row_1118,1.4854105670327886e-08,2.1310459972151797e-06,36.21473401023165,1,139.06994717412846,1.8574050432261597,ERO1B
USP15,row_1244,1.714147738419492e-08,2.4033130450704195e-06,35.86321136973153,1,139.06994717412846,1.2672155460477021,USP15
CPD,row_480,2.0315277411977978e-08,2.7849988078776037e-06,35.447309413815546,1,139.06994717412846,1.848283883052345,CPD
UBA52,row_408,2.1787140550896405e-08,2.8596780863506367e-06,35.276379328301815,1,139.06994717412846,-0.7968757609346517,UBA52
CCDC88B,row_439,2.136643804053159e-08,2.8596780863506367e-06,35.32400937107447,1,139.06994717412846,1.7867106272555708,CCDC88B
RPS6,row_202,2.4109381230401012e-08,2.986646126934392e-06,35.02920974879245,1,139.06994717412846,-0.7908240408009101,RPS6
